speaker,words,tags,timestamp
,ROB : I wanted to ask you about the whole time when your family left,,
,Missouri.,,
,"NELLIE SMITH: Well, I found a little picture this morning going through the",,
,"dresser darwers in there. And a picture of my sister and myself, and that",,
,was taken in Missouri just before we left and that was about the same time,,
,that that one was taken. But let's see* maybe I can get ahold of pretty,,
,easy. Then we left Missouri when I was just abot I think I must: have been,,
,six there and seven here cause this looks a little bit older than that,,
,"does, and they were both made in MisstJri.",,
ROB,How did you come to leave Missouri?,,
NWS,"Well, Dad did. Dad always kinda had a hankering come out West. He wanted",,
NWS,to know what this West was all about. He had heard so much about it. And,,
NWS,"so, that a couple of my boys when they were little. That's the second",,
NWS,and the younger one.,,
NWS,Those Buster Brown suits?,,
NWS,"Uh huh, yes the little Buster Browns all the way through.",,
NWS,Your dad had a hankerin to come West.,,
NWS,He always kinda had a hankerin to know what all this West was like.,,
NWS,So Mother wasn't very anxious about the idea- but well she didn't kick,,
NWS,"so much except he finally got a chance to go out, you know, for a fella that's",,
NWS,"just working a little bit time here and there, and just odd jobs you don't",,
NWS,"have money enough to trip on very often. So there's a friend of his, they",,
NWS,were shipping a carload of cattle out there to--I don't know whether they,,
NWS,was gohg to Denver whether they was going to northern Colorado or Wyoming.,,
NWS,"Anyhow, Dad was supposed to go along with that car of cattle and care for",,
NWS,them and see that they had water and food and things all along the trip.,,
NWS,"Oh, he was all up in the air that he got a chance to go. Mother didn't want",,
NWS,him to go very bad. She'd just as sonn he'd stayed out of (chuckles),,
ROB,How long was he gdhg to be gone?,,
NWS,"Well, he was just going to go out there, and I think if I remember, he had",,
NWS,"this idea if he could get to work out there you know, he'd stay out there",,
NWS,"and work. Well, he got out there and he did all right on his trip, and",,
NWS,then got work right away on the railroad. There was a wonderful man,,
NWS,"that run the railroad, he got acquainted with him. It was Mr. Lee, I guess",,
NWS,his name was. Anyhow he was the foreman of that carpenter gang. And,,
NWS,"Dad was on the carpenter building bridges, bridge gang. So he went to work",,
NWS,there and wrote back Mother that he'd gotten a job. And he said he'd wait,,
NWS,"there for, you know, to get a little stake ahead and he'd send for us.",,
NWS,And Mother pretty near didn't get to go. She'd been pretty near getting,,
NWS,killed just after he had left. And my aunt was one of her younger sisters,,
NWS,and was to be married soon. And she was having a big wedding and it,,
NWS,"was at home but she had this big wedding. And well, they were sewing on her",,
NWS,dress on all the fancy frills that were to go on it and they ran out of,,
NWS,"lace to finish it up with. So her name Chloe, the one that was to get",,
NWS,"married. But Mother Amy and her younger sister was Lenora,",,
NWS,and they went to town one morning and hitched up the buggy and little,,
NWS,"team. They always went to town for anything they needed. They lived five,",,
NWS,"six miles out, I guess. And they went down, oh just a little ways, within",,
NWS,tho eight of the house. It wasn't more than about a block or so from,,
NWS,our house. And they would go right along the edge of the fence and they,,
NWS,had to go down a little dip across a little ditch that lead to bridges,,
NWS,over the creek. And the boys had trimmed up the orchard and put all the,,
NWS,"trimmings of the orchard, threw r over in that creek down there. I",,
NWS,"don't know how come, but that's where they were anyhow. And they went over",,
NWS,this way and down across the bridge and then go up again and along on their,,
NWS,"way. Well, when they got down here and crossed the bridge and they started",,
NWS,up there again they--what is it? The neck yoke or whatever the front,,
NWS,"part, the harness goes across 'em here. That hitch someway or other or",,
NWS,"something broke about it, and turned the buggy loose and it just rolled right",,
NWS,down the ridge and off over the side and dumped them right out of that,,
NWS,buggy and into that bunch of limbs and prunings. And they thought her neck,,
NWS,was broken for a while. Then there was a stick that ran right into her ear,,
NWS,"and punctured the e% drum, one of those limb s, those sticks. And she was",,
NWS,"unconscious for two three, four days there at the home. The other sister",,
NWS,"came running back in, and it didn't hurt her. She came running back in for",,
NWS,help I guess one of them went to the doctor and the other brought her on in,,
NWS,in the house And she was unconscious for several days and she finally came,,
NWS,out of it though. But she never could hear out of that one ear. So that was,,
NWS,kinfl of an offset. But I don't remember about that wedding. Maybe we left,,
NWS,"before tha wedding, I don't know. But I don't think we did becaus3 that wasn't",,
NWS,very long until the wedding. I don't think ihat they would be doing all thfe,,
NWS,"rushing and fussing around. So Dad worked there for awhile until, well",,
NWS,he figured he had a paycheck or two and then he was—I think he had towrk,,
NWS,abther month or something like that before he was entitled to a pass on the,,
NWS,railroad. And as soon as he filled in his time he sent the pass back and,,
NWS,"said,""Come on."" And so.",,
ROB,How did your momt feel about that?,,
NWS,"Oh, well she felt all right. She'd go try it and see if it was all right,",,
NWS,"you know. So we went out and landed in Laramie, Wyoming.",,
ROB,Did you want to come?,,
NWS,I just wanted to be where the folks were; I wasn't old enough to think,,
NWS,it made much difference Although I don't remember anything at all. Might,,
NWS,"as well skip it, I don't remember anything about tiat. But I suppose that",,
NWS,we kinda hated to leave grandmother and all those folks. There was eight,,
NWS,"of their kids, they were all grown up at that time--all grown and",,
NWS,grandmother and grandfather. But still I guess I was anxious to see Dad too.,,
NWS,So I guess it wasn't making much difference to me a* that time.,,
ROB,Do you remember the train ride out?,,
NWS,"No, I guess I don't do that either. After we lived at Wyoming awhile I",,
NWS,remember parts of the town. I remember we lived just about two blocks from,,
NWS,the university there. And I remember the Wickter girl. What was her first,,
NWS,"name? But last name was Wickter. And so Mother asked tier, if she'd care",,
NWS,to take me over to school with her when she went to school the next day.,,
NWS,"And she said,""Yes."" And she didn't want me to go alone, she wanted the girl",,
NWS,to look after me on the way and back.I guess it wasn't very far to,,
NWS,"school, but it was a strange place to me, you know. So I went te school",,
NWS,with her and got used to it. And she'd always come home and they just lived,,
NWS,right across the street from us. So that was handy.,,
ROB,"You didn't stay there too long, did you?",,
NWS,"Well, we were there a year or more I'm sure because I was, I think, promoted",,
NWS,"to the third grade while I was there. I went to school there, and of course",,
NWS,they started me in the first grade but I had gone with my aunt to school. I,,
NWS,"had one aunt that was the youngest of the whole bunch of 'em, and she was",,
NWS,"still going to school. She was grown up, she was I suppose fifteen, sixteen",,
NWS,years old. And she would take me to school with her once in awhile then.,,
NWS,"Well, partly they thought it woiLd be good for me to learn then what school",,
NWS,was all about. And mother said it was time that I was beginning to learn,,
NWS,my ABC's. I can just remember them kind of talking about this time I was in,,
NWS,"school. But it was, I think, about a mile to go, something like that. So",,
NWS,"I didn't go much during bad weather anything, I just - some days I'd go and",,
NWS,"some days I didn't. But whatever they said. But if it was a bad day, why they just",,
NWS,kept me home. They'd take me to school; I was learning these little words to,,
NWS,"read, you know. I think I already knew my A B C's and things. I could count",,
NWS,"and everything . So finally the teacher would take me on his lap, set me on his",,
NWS,"lap, and talk to me about the lesson and teach me. And I was awful embarrassed",,
NWS,because I thought he thought I was a baby and I just wasn't (laughs). And I,,
NWS,was kind of - got me - I didn't say anthing but I kind of wished that I didn't,,
NWS,"have to st on his lap. But he just thought he was being real nice to me, you",,
NWS,"know. I guess I was the pet of the whole bunch, the youngest one around there",,
NWS,"and new in the school so. And so I was, oh, reading those little things that they",,
NWS,"do. I could - I do pretty good for, I guess I could do part of that at home. But I",,
NWS,"think I probably knew my A B C's before that,anyhow I was learning. They said",,
NWS,"they thought I was learning fast enough, I wasn't lo sing anything. But anyhow, that's",,
NWS,in Missouri; that's the first hint of school I had had.,,
NWS,"When I got to Laramie, why they put me there in the first grade. And I",,
NWS,was in there two weeks and they sent me over to the second grade. So I guess,,
NWS,I was getting along pretty fast and I was learning that real fast. And when they,,
NWS,"had the music,see, vocal lessons in there and the teacher went and told - I can",,
NWS,remember just parts of that. I remember them going talking to the other teacher.,,
