speaker,words,tags,timestamp
WS,"yeah, raidin' the chicken coop was serious. We used to catch 'em on a fishhook.",,
WS,"If they come around the jungles, you know, where we was junglin* up they would",,
WS,sometimes an old hen wander around there. Slcse to a farm or something. Put a,,
WS,"worm on a hook and they'll bite her you know, You can hook 'em. Lead 'em right",,
WS,"to you. They won't pull much. Yeah, I've got 'em that way.",,
SS,What about bumming grub. Could you go into stores and ask for some?,,
WS,"Oh yeah. The butcheri shops were always good. I don't know why they'd be, they",,
WS,"wouldn't be now, you know, because you can't see the butcher. You know, the",,
WS,"butcher always worked out at the block, you know, cuttin' meat, and you go in",,
WS,"bummin' he always give you something. Might not be the best, but he'd give you",,
WS,"something, you know. Yeah, of bacon or something like that. But I don't know",,
WS,how in the hell you'd go at it now. Everything is...,,
SS,Food stamps is the way to do it now.,,
WS,"That's right, I never thought of that.",,
SS,That's the way it is now.,,
WS,"Well, I don't get nothin' like that. I just get my pention is all. I never tried",,
WS,to get anything like that. I...,,
SS,"Well, you've got enough to get by on, that's the main thing.",,
WS,"Yeah, but them sjaiwy^ that's quite a racket, ain't it?",,
SS,Maybe for some people. Get these college kids on it.,,
WS,They are?,,
SS,Some have been. There's always a certain amount of that thing. But then there,,
SS,are,,
SS,people who need them.,,
WS,"Oh yes, sure. I see some in the store here. Only time I seen em. They're an",,
WS,"awful handicap, they bother, hey screw the checkout girl, everybody up, don't",,
WS,they? Givin' 'em change. And some will get  I see you can't get cigaretts,,
WS,with em.,,
SS,"Sure, that ain't food. Can't eat 'em.",,
WS,"I see a woman with a carton of a cigaretts and they made her, the checkout girl",,
WS,took 'em. Yeah.,,
SS,"But if you were getting grub like that, would one guy get it for a whole bunch?",,
SS,Or would everybody go rustle for himself?,,
WS,"Oh^ you stake out, one guy go after one article, and guy go after another. And",,
WS,so,,
WS,"on, you know. Coffee was the hardest to get. You had to buy that. But you could",,
WS,"get a meal, stew meat and all like that, you know. I couldn't live very long on it,",,
WS,"but, Oh, I know guys that come into towns like Sandpoint two weeks",,
WS,sometimes. bumming.,,
SS,Bumming cff the lumberjacks?,,
WS,"Anybody. On the street or any goddamn place. And get drunk too.Yeah sure. Oh,",,
WS,a,,
WS,"lumberjack, he was always good for whatever he bad. That your car out there?",,
SS,Yeah.,,
WS,Same one you had?,,
SS,Oh yeah. Was there different guys there? You said it wasn't just lumberjacks,,
SS,but,,
SS,there were guys that were full time hobos on the rails too?,,
WS,"Oh yeah, sure. It's all the did was move from town to town. And you always bad",,
WS,a,,
WS,"racket, lot of 'em had a racket or something, they were sellin something or some",,
WS,"goddamn, yeah. Somethin' just to get the conversation started with a person so they",,
WS,"could bum him or something, you know. Yeah, sure, there was all kinds of things.",,
WS,"They pick up that was loose too, but they didn't have guts enough to hold",,
WS,"anybody up, you know, they just had to get by that way. And they could go to",,
