speaker,words,tags,timestamp
,"This conversation with Eugene Settle took place at his home in Moscow, Idaho on December 19, 1975. The interviewer is Sam Schrager.",,
SAM SCHRAGER,The idea is to find out how much stricter it used to be in those days. It seems like there was a lot more discipline and kids were ex pected to toe the line a lot more than now. Is that right?,,
EUGENE SETTLE,"Well, that's the way I feel about it. I feel like the kids more disciplined than they are today, but maybe they're not. But it seemed like— Now, you take over there where I grew up, there was a bunch of us little kids would get together and travel through the forest and around, but it seems like when a certain time come, why, we had to depart. We were supposed to be home by that time, you know. There was a time set for us to be back home, if we left home, seems like there was a time set that we should be back. I know that was very true. And, we just didn't just take off without our parents knowing where we were going. They knew where we were going all the time. Course when we'd get to another kid, we'd travel a lot, through the timber, like kids do, but the parents always knew pretty well where we were, and about what time to expect us to get back home.",,
SS,Did they have lots of chores that they expected the kids to do? for us to do.,,
ES,"Yeah, there was quite a bit of chores Now you take that— we had cows to milk and such as like that. And we worked in the garden quite a little bit, when we were younger. And we always had a certain amount of chores to do, to take care of on the farm. And, of course, we got older we got more responsibility. The calves— we fed 'em on skim milk. Milked 'em and then separate the milk, you know, and then feed the calves and feed the pigs and all that. Yeah, there was always plenty to do— for tfre- kids to do, and then, of course, we started working in the field at a very young age, you know. When I was eight years old I was driving a team on the plow. Lots of boys, of course. And when I was a kid, In the scho-ol, they only had about five or six months country school, because, all the boys was working on— helping on the farm, see. 'Course- all these kids going to school was seventeen and eighteen years old ^to a country school at that time, because they never got to go to school very much, a few months out of the year, and they just went and went 'til they was you could . say grown, pretty nearp; I know when I first started to school , down at that Aspendale school down there down there that were young men; fifteen, seventeen— gues they was older than that, eigh teen years old, I wouldn't doubt. Country school, we only had about four or five months a year of school and so you didn't progress very fast.",,
SS,It must have been on the teacher.,,
ES,Huh?,,
SS,"Must have been hard on the teacher, so many kids. It must have been pretty hard on 'em, going to school at that age.",,
ES,"It didn't seem to be. Well, I'll tell you, it didn't seem to be hard on 'em, they seemed to have much fun as the rest of them there. But a lot of 'em— course, you might say, during the winter months was when they went to school, you might say. They had about five or six months of school a year. Six, sometimes they got It up to seven and eight. And then I guess when they started consolidating the districts I guess they was getting up— a lot of 'em had seven months. They might have had eight, I don't remember. I know when I first started to school, I don't remember, but I think it was about seven months of school. They might have had eight, I don't know by that time.",,
SS,The classroom inside the schoolhouse— did the teacher maintain a lot of— did they have to work to keep order?,,
ES,"All the grades were in the same room, and it was just like anything else, there was always one or two kids, in the eighty grade now— there was always one or two in there that kind of likes to have fun and cut-up. But that's the way it was when all the kids together there was probably one or two that the teacher had to keep an eye on that always up to some kind of mischief and one thing and another. But one teacher, she disciplined the whole classroom. And whenever the class recite, whenever the different grade recite, they then, they come up front, they recite there before the whole rest school-",,
SS,"It's real hard, I think. It's hard to imagine anymore what it would be like to have all eight grades in one room.",,
ES,"It doesn't seem possible, hardly— I'm like you— it don't seem pos sible, but that's the way it was. And it didn't seem to be no prob lem, either. Didn't seem to be no problem, either.She d dismiss one class and they'd go back there and she'd call up another class— And the and handle 'em it just don't seem possible that teacher could do it But, I remember that they did it, and it doesn't seem like there wasn't no big problem, either. And now especially at this Aspendale School, when I went there, I think there was about eighty— over eighty kids that went to that one schoolhouse. And only one teacher.",,
SS,Gee!,,
ES,Uh-huh. Yep.,,
SS,The kids-,,
ES,That's right.,,
ES,"With that mnay kids, I'd think it would be rough to learn very much.",,
ES,"Well, just like any other classroom, there were some bright ones and some not so bright. But they done alright.",,
SS,Did you and your brothers feel the same way about going to school? Did you care for it very much?,,
ES,"Yeah. We never thought much about it. We never went to school any other way until after well, I guess I was through the eighth grade when we moved over here, when we got the ranch northeast of town, and we moved over this way, why then, 'Course I was going to high school and then I had brothers in the eighth, seventh and sixth grades when we came to town. And up til that time we'd always went to a one room schoolhouse.",,
SS,Did you have to study?,,
ES,"Oh, yes, you betcha.",,
SS,You had to study outside of the classrooms.,,
ES,"Yes, yes, we usually brought home school work. We brought home school work, outside of the schoolroom, we brought home school work. Most of us did. Study at home. We usually had work to do at home in the evening. Us kids, we had a booksack, we called it, either I or one of us carried, over the shoulder, kind of like— just this little sack, that Mother make it out of cloth or something. And then when we got ready to come home, if any of us kids had books to bring home we put it in that booksack and one of us'd carry it. And then later on, of course,— And in the later years we used to have, what they called these book straps; had a little thin strap about half an inch wide and a buckle on the end of it, and then you'd just buckle that around your book and then you'd carry it that way. Called a bookstrap and carried it that way most of the time. But in the beginning we had a sack to put 'em in, and then after a while we got the bookstrap. And, there wasng°oing home for lunch. Everybody had their lunch and stayed on the schoolground all day long. Had lots of fun; play ball and different games, and in the wintertime they'd eat their lunch and the kids'd bring their sleds and go sledding down the hill; that was before skiing time. But they always had a hill close to school coast. Then at Aspenda there was a creek run right by the schoolthere house and a lot of time the skate. Kids'd skate. Very few of 'em had skates, most of 'em would just gkate on their shoes. Very few pairs (of skates) in those times, of course, later on a few kids had skates. When I first went they didn't have skates, very few.",,
SS,What about getting to the school and back in the winter months? Was there some problems?,,
ES,"Yes. Well, even in the summertime down there, kids had so far to go to school, there was a lot of 'em came horseback. There was a shed down one corner of the schoolyard, down there, where you could tie horses in there. My sister and I, we rode horseback to school there for several years. See I was three years younger, and when we first started we rode horseback in the wintertime.",,
SS,Rose horseback in the wintertime?,,
ES,"We rode horseback in the summertime, too, quite a bit. We rode a pony to school. Then lots of time in the wintertime, why, somebody way down at the end of the district would come along— get a sled and bring his kids and he used to catch all the kids along his route, you know. We did a lot of that. 'Course we did a lot of that after the kids started to the city school here, we lived out there, and we had horses, some of us take the team and come to school, bring some of the kids to school, then we just pick up all the kids along the road. And that's the way it was at the c ountry school. Some farm er had to hook up a team to his sled and he'd start out with his kids and before he got to school he'd just have 'elf loaded down. Pick up kids all along the road, those that walked. And just before nine o'clock you could look up the road or down the road or this way or that way, over the hills, and see kids coming to school. There was a lot of 'em didn't come by the road at all. Some of 'em lived too far to come around on the main road, they just met across the fieldi. Lots of them did. Lots of kids just come across the fields. Just walk across the hills, it was so much closer.",,
SS,"If the snow was pretty deep, you could still ride a horse, or did you have much snow?",,
ES,"Oh, yes. It never got too bad to ride a horse. After the wife and I was married, we lived out in the country, there was days there when the snow was so deep that you couldn't get— couldn't hardly get through with a team, til they got the roads kinda broke out, you know, after early morning for the kids to get through.  with the school buses now, they have to close the schools 'cause the busses can't use it now. Well, in the early days there was places where you couldn't get to town for a day or two, 'til we got the roads kinda— made home made snowplows and pull 'em with horses and get the roads broke out. It drift so bad. The snow would drift so bad.",,
SS,"I never did grow up when you had to use horses in the winter, but I would think that if the snow got deep enough it would be too hard for the horses to— they'd have to break trail as they went along.",,
ES,"Yes, yes. Well they—",,
SS,They can do that pretty good.,,
ES,"Yes, pretty good. Yep. They do that pretty good. The horses'11 break a trail thuough some awful deep snow, if you just give 'em time. They will break through a lot of deep snow. Uh-huh.",,
SS,How far did you have to go to get to the school?,,
ES,"Well, I guess we were— must have been— I'd say we were two miles from Aspendale School, I think so. I'd say it was two miles.",,
SS,"You generally did take a horse and didn't walk, most of the time?",,
ES,"Well, in good weather we walked. But, as I say in the wintertime, in bad weather, we went horseback quite a lot of times. We rode horseback in the summertime quite a hot, too, when we wanted to. Course we had a place down there to keep our horse, so lots of time we rode our horse. But it was most of the time in the winter; it was in the wintertime that we rode horseback, we didn't ride much in the summertime. Unless we got kind of a little late start, you know, then we'd get our pony and ride.",,
SS,One kid on a horse?,,
ES,"No, my sister and I we rode together, the horse carried double. Then after we got larger, after we got more of us kids start to school, we always walked or Dad took us— take the team, and as I say, take us and pick up all the rest of the kids along the route there.",,
SS,Did the kids have good warm clothes?,,
ES,"Yes. They used to take the all wool long underwear and they wore overshoes yes, dressed lots differently than they do now. And lots of the big kids, when I start to school, they wore what they called Ger man socks. They're heavy things, and you put 'em on just like a shoe, a boot, and then wore rubbers over. — I got an old Sears Roe buck catalogue from 1900 catalogue the other day— I ordered some thing and I got it free, and it showed some in here. The first ones I've seen for a long time.",,
SS,Whoooof! That is old looking stuff.,,
ES,"Yes, that's in 1900.",,
SS,I is could still order that.,,
ES,"Yes, Sears Roebuck. Now, it showed some of these German socks that the kids used to wear when I was a kid, and I think I see some of them in here, if I can find 'em. There they are. And what do they call 'em there?",,
SS,"""Men's combination felt boot and rubbers?",,
ES,Yeah. That's what they were.,,
SS,"Finest quality. ""This combination is composed of strictly all wool calf felt boot, made with ' stays, and the lumbermen one buckle rubber ankle boot. Both are stictly first quality. Guaranteed to give per fect satisfaction.""",,
ES,"Yeah. A lot of the kids , boys, they wore them and when they come to school they'd just take the rubbers off and then walk around the schoolhouse with the felt boot. S3: That's called German—",,
ES,"Uh-huh. That's what they called 'em in those days. German socks. I don't know why they got that name. And then the girls, a lot of the little girls, they'd wear those leggins'. Those little felt leggins' like that there.",,
SS,Uh-huh.,,
ES,"Keep them warm. 'Course, they was no such a thing as a girl or woman wearing slacks or overalls, in those days. (Chuckles) That was complete",,
SS,It's changed.,,
ES,"Sure it's changed, you betcha.",,
SS,"You know eighty kids in one room, is awful hard for me to imagine. Eighty kids in the same room, learning from one teacher.",,
ES,"Yeah, to think about it, you'd think so, but I can — I think they had just as good discipline, or better, those days in the school room than they have in a single grade now. Of course, I never did go to a single grade room. When there was one grade to a room, I was in high school then, and I didn't have any of that experience. But I know I heard my brothers talk about it. There was always that few kids, that the teacher had a little trouble with but it wasn't bad. And the same way when I went to school, there was about eighty-five kids, there was only one or two kids that give the teacher any trouble to speak of. And one thing about the teacher, when recess come or noon, the teacher went outside just the same as the kids did most of the time. of -the-time £he teacher was out at the play ground aroung, she wasn't sitting in the schoolhouse. She kinda knew what was going on outside, too.",,
SS,Did you have anythings that you liked to study in school? Anythings that took your fancy?,,
