speaker,words,tags,timestamp
,"SAM SCHRAGER: I guess that what I'm really wondering about, in part, is what children",,
,- what,,
,kids were like in those days. And what the children of the pioneers when they were,,
,kids - what they were interested in. I think of what the kids are interested in today,,
,and I imagine that's really quite different.,,
,"LOLA GAMBLE CLYDE: Oh, I think so too. Well, I think the kids in those days had to",,
,make their own,,
,"fun, you know. They would cut little wheels off of a tree trunk, you know, 1ike when",,
,"the tree was about a foot in diameter, eighteen inches in diameter. And those round",,
,"blocks would make good wheels and then they'd take a little box, apple box or any",,
,wooden boxes - more things came in wooden boxes those days - they could make,,
,"themselves little wagons. And the girls even as girls down through all the ages, played",,
,"house. We, my sister and myself, we always had a little playhouse going on. And",,
,often we had little rag dolld made. And sometimes we got little china dolls for,,
,Christmas. And we had a whole family of them and we added to them and had more,,
,"children, big families of them. We used to take bottles, put a cork in it and fill",,
,the,,
,bottles with water and make running water in our house. That was one of the things,,
,we,,
,"dreamed of having, was plenty of water 'cause we had so little water there on the",,
,place. And dressing dolls and cooking with the mud pies - all that went on. And making,,
,little barns and fields to plow. And taking little potoatoes and making them into,,
,little,,
,"horses and cattle, tiny ones into sheep and pigs. Running little sticks in for legs",,
,"and horns. And then hooking them up - taking little spools, maybe, and putting nails",,
,in them,,
,to make harrows. And could go out and harrow the land with those spools full of,,
,nails. And any kind of tin cans could be made to work for little plows and that sort,,
,of,,
,thing. And most of the play had to be pretty much according to our imaginations,,
,'cause we couldn't go into town and just buy anything we wanted for our farms. So,,
,we,,
,"had to make our own, our own little animals and own dolls and our own houses and",,
,our own little fields. We played what the adults were doing but we made it in miniture.,,
,I think that's the best way I can explain it.,,
,And in the winter there was the usual making of wooden sleds to go coasting with.,,
,And taking boards and steaming them so the points would turn up and make a sort of,,
,a,,
,rude sort of skis and putting a leather strap across to hold it on our feet. And go,,
,out,,
,"and slide down the hill on our skis. Those were the games, largely, and the sort of",,
,play that we engaged in. It was a replica ofwhat the grown-ups did only done in,,
,miniture with the things we could find to use.,,
SS,Do you think there was much difference between what the little girls did and,,
SS,what,,
SS,the little boys were interested in?,,
LC,"No, no. I think not. I think the boys generally patterned after what their fathers",,
LC,were doing like heading the fields and plowing and seeding and threshing. Threshing,,
LC,"was great stuff, that was high adventure. And the girls patterned after what their",,
LC,"mothers were doing, what their mothers and the big sisters were doing. That was the",,
LC,thing they did and it was all acted out with dolls. And the boys with their potato,,
LC,horses,,
LC,and their potato - and their other things that they'd made themselves and done,,
LC,themselves.,,
SS,What do you think the kids thought about their parents and the adults.? And,,
SS,what the,,
SS,"adults were doing? You say they were coyping and I guess that makes a lot of sense,",,
SS,but I'm thinking of - were the kids very afraid of their parents in those days?,,
LC,i think so- l think much more so than now. Nowadays the kids are urged and,,
LC,"encouraged to communicate and express themselves, you know, and in those days - my",,
LC,"father, being from the old country, he believed that children should be seen and not",,
LC,"heard. And one of his favorite expressions was, ""Sit down and draw your tail under",,
LC,"you,"" which wasn't very complimentary. Yes, I think the children were much more",,
LC,afraid oftheir parents than the kids are now. Nowadays most of them call their parents,,
LC,"by their first name, you know.",,
SS,Was there more. .. do you think there was more discipline coming from the father,,
SS,than the mother in those days? or who?,,
LC,"Yes,yes. I think the fathers ran the thing and told the women what to do and the",,
LC,children what to do. And I think that's right. And especially the old country men.,,
LC,"been up where man was god almighty in the family, you know,",,
LC,the ruler of the roost. And they ran it with an iron hand. And the women were sort,,
LC,of,,
LC,serfs and slaves for them. And I think that was quite true.,,
SS,"I'm thinking now from the kids point of view, would he or she be more likely",,
SS,to,,
SS,go to Mama to try to get something than to go to Papa?,,
LC,"Oh,yes, yes, yes. They'd have to go through Mama. They's come and tell Mama",,
LC,"and then she'd have to weddle it out of the head of the house, I think. I think that",,
LC,was generally the way that went.,,
SS,"But as far as the day to day contact, I imagine the kids would see the mother",,
SS,much,,
SS,more than the father.,,
LC,"Yes, thafe right, they saw the mother much more, un huh. Yah, 'cause it was such",,
LC,"a hard job just making a living,you know, just getting enough food to fill the stomachs.",,
LC,And then they had such large families most of the people and they'd all come up the,,
LC,hard way where it was just hard to get enough food to eat. And doctors were few and,,
LC,far between. And health wasn't considered a - it didn't have the prime importance,,
LC,that,,
LC,it does now because everybody died much younger. And many of the families would,,
LC,"say, ""Well, we had fourteen children and we raised seven of 'em."" And that was a good",,
LC,"average, ""We raised seven."" There wasn't the health care that developed later on.",,
SS,What would usually be what would take the children?,,
LC,"Well, in the very early days before we had any kind of toxins, antitoxins, so",,
LC,on and,,
LC,"so on, all diptheria. Kids died with diptheria here. There's lots and lots of little",,
LC,"graves out in the Moscow cemetery from the year of 1877 , the Black Diptheria swept",,
LC,"through. And while we had a couple of real good doctors, we had Dr. Blake -",,
LC,(End side A),,
LC,There's lots of tiny headstones in the Moscow Cemetery that date back to the great,,
LC,Diptheria Epidemics of 1878 and 1877. And there wasn't anything they could do. They,,
LC,"didn't have the means of it. Then for many years, diabetes in the young kids was fatal.",,
LC,It was a death sentence when you knew they had diabetes. It wasn't until 1922,,
LC,that insulin was discovered so you see that's just the beginning. And so many things,,
LC,couldn't be vaccinated for.,,
SS,What about consumption?,,
LC,"Yes, there was much, much tuberculosis and they called it consumption. And it",,
LC,was tuberculosis of the lungs and it spread like wildfire. Lots of 'em died with that.,,
SS,Kids?,,
LC,"Yes, young children, young.",,
SS,Did they have ways of treating it? At least things they tried to do.,,
LC,"Well yes, there were things they tried to do. They put them in bed.",,
LC,"(brother Gus Gamble in background) OK, don't - they would put them to bed. Lots -",,
LC,"drink lots of milk, that was a favorite thing. Try to build them up. Sunshine, Co",,
LC,Liver oil - that was a favorite remedy for tuberculosis. Drink lots of Cod Liver oil.,,
LC,And they gave it for colds and various things. Drink Cod Liver oil. So they were on,,
LC,the,,
LC,right track of uart of it anyway.,,
SS,Did they separate the kids that had it?,,
LC,"No, no they never tried to separate 'em. They knew so little about sanitation,",,
LC,about,,
LC,"washing your hands before meals, and that sort of thing. And many families lost a",,
LC,lot,,
LC,"of the children through tuberculosis. Yeh, that was real bad - and. . .",,
SS,No - what were vou going to say?,,
LC,"Well, I was^going to say, even measles and things that we don't consider so deadly,",,
LC,oh many complications would arise. They had no way treating 'em and high fever meant,,
LC,nothing to them. They had nothing to reduce the fever with. And they'd wring rags,,
LC,out of cold water and put on the children. And the other favorite thing was to sweat,,
LC,"them. Put them in bed and pour hot tea, have them drink lots of hot tea. And put hot",,
LC,"irons around them and load the blankets on 'em, and try to sweat it out of 'em. And",,
LC,many of the things were so very primitive and they had so ltttle to do with. And then,,
LC,"of course, the overaiypedical knowledge wasn't available. They didn't know you could",,
LC,vaccinate for whopping cough.,,
SS,"Would they use the sweating, was that just for measles or used for various sicknesses?",,
LC,"Well, many things. Any kind of a bad cold they'd sweat it out of you and wrap",,
LC,'em,,
LC,"in blankets. And many of them had a bad cough of any kind, take a piece of flannel,",,
LC,"red flannel preferrably, and dip it in coal oil and wrap it around your neck and rub",,
LC,your chest with goose grease. Goose grease and turpentine. And hang the little,,
LC,asafetida sack around your neck. . .,,
SS,Sack of what?,,
LC,Asafetida. It was a horrible stinking thing. Not only would it keep the germs,,
LC,"away,",,
LC,it would keep everybody else away. Nobody would go near 'em with that stink around,,
LC,'em.,,
LC,"So maybe it had a point there, you know.",,
SS,Was that made out of. . . was it a medicine?,,
LC,It was kind of a wax. It was kind of a little wax thing and it was called asafetida.,,
LC,And I'm not sure what it was made out of now. I'd have to go look it up for you. But,,
LC,that,,
LC,was a favorite remedy and the stink of it was enough to - it must have been highly,,
LC,potent to smell like it did.,,
SS,"Well, did kids tend to get sicker more easily then besides the fact that they",,
SS,didn't,,
SS,have any vaccinations.,,
LC,"Yes, oh yes. I'm sure they did. They didn't have the vitamins. They weren't so",,
LC,"conscious of health. The sanitation was so poor, water was scarce. They didn't wash",,
LC,"their hands before meals, they didn't brush their teeth three times a day, they knew",,
LC,so,,
LC,"little about the right food. You'd get an orange once a year at Christmas time, you'd",,
LC,"get an orange. Most all of the early day farms in this country, ofcourse, had apples.",,
LC,And they believed in eating apples but there was no orange juice like we have nowadays.,,
LC,"They, most of the early homesteaders had milk cows, of course, and they knew the",,
LC,"when they did got to town some sort of remedy, it was generally Cod Liver Oil. And",,
LC,then turpentine,,
LC,to mix with goose grease and rub it on their chests for congested lungs and that sort,,
LC,"ofthing. And calomel, if there was anything wrong with the digestive system it was",,
LC,"""give a dose of calomel"" or ""a dose of That was the cureall for everything",,
LC,"And they certainly, when it comes medicine-wise, they certainly weren't very good",,
LC,old,,
LC,days as far as we know them.,,
SS,"Can you remember sickness in your family, with any of the kids?",,
LC,"Oh yes, I remember lots of sickness among us and ft was generally sore throats,",,
LC,"and coughing and croup. And croup was. . of course, they did know to use the steam",,
LC,"kettle in those days. And an onion poultice, they'd chop up a lot ofonions and fry",,
LC,them,,
LC,till they were mushy and put it in a flannel rag and put that on the chest to relieve,,
LC,the,,
LC,"croup symptoms, the choking symptoms. And hot foot baths were great stuff - that was",,
LC,"to get up a sweat. And then when you got the sweat running off ofyou, you'd go in",,
LC,to,,
LC,bed and pile the blankets on. And that would break up the fevers.,,
SS,Did it work?,,
LC,"Oh, I don't think so. I hold no grief for any of those old folk medicines. I just",,
LC,I,,
LC,"never have. And the first time I heard of polio, my little cousin got it. And they",,
LC,had,,
LC,lost one boy with spinal meningitis and then this next little boy got infantile paralysis,,
LC,and,,
LC,it left him crippled. But they knew nothing to do for it. You just hoped that you,,
LC,wouldn't,,
LC,get it and that was all. So we've come a long way and I don't enjoy those good old,,
LC,"days half as much as some people do. I just like to think about some good toxins,",,
LC,"antitoxins , some good immunization for the children. When I started teaching school",,
LC,"about 1920, the first thing I was wanting to do was^Jet every child in the school",,
LC,vaccinated for everything there was a vaccine for. And I was instrumental in getting,,
LC,the,,
LC,health unit started in the town of Moscow because I'd just seen so much suffering,,
LC,and so,,
LC,"much unnecessary sickness by lack of it. And every place I went to teach, the first",,
LC,thing I tried to do was get health nurses to get out and put on a good immunization,,
LC,"program, especially for the rural children.",,
SS,Were you here when the flu hit? during - before WWI?,,
SS,"Oh yes, yes. I was in high school, and they closed the high school down. And our",,
SS,"superintendent, J.H. Rich, died with it. And many, many people just died. There was",,
SS,"just nothing - there was just no remedy for it. And we had soldiers, some unit stationed",,
SS,here at the University taking ROTC training and drilling and that sort of thing. And,,
SS,they,,
SS,set up beds in the big gymnasium. Just rows and rows of bunk beds and every bed was,,
SS,"filled. There'd be six, seven hundred kids sick at a time lying there in the gymnasium",,
SS,on cots. And it was bad.,,
SS,Do you remember the course that that flu took? The sequence of events that.,,
SS,"Well, it generally led to pneumonia. Pneumonia was, I think, was what killed 'em",,
